"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070382","exocytic vesicle","1/16","54/12490",0.0185185185185185,14.4560185185185,3.54890238252758,0.0670158481277736,1,1,"clh-5",1
"GO:0005769","early endosome","1/16","60/12490",0.0166666666666667,13.0104166666667,3.33978945697641,0.0741963547039829,1,1,"clh-5",1
"GO:0045202","synapse","2/16","361/12490",0.00554016620498615,4.32479224376731,2.29576045047768,0.0765797372551119,1,1,"tom-1/clh-5",2
"GO:0031410","cytoplasmic vesicle","2/16","422/12490",0.004739336492891,3.69964454976303,2.02053377891754,0.100092316405837,1,1,"tom-1/clh-5",2
"GO:0097708","intracellular vesicle","2/16","423/12490",0.00472813238770686,3.69089834515366,2.0164561079918,0.100493934261803,1,1,"tom-1/clh-5",2
"GO:0030133","transport vesicle","1/16","83/12490",0.0120481927710843,9.40512048192771,2.75150655952765,0.101244492005218,1,1,"clh-5",1
"GO:0031982","vesicle","2/16","433/12490",0.0046189376443418,3.60565819861432,1.97634481111714,0.104536488124969,1,1,"tom-1/clh-5",2
"GO:0000228","nuclear chromosome","1/16","97/12490",0.0103092783505155,8.04768041237113,2.49554151289715,0.117343964239047,1,1,"sin-3",1
"GO:0010008","endosome membrane","1/16","110/12490",0.00909090909090909,7.09659090909091,2.30008575696705,0.132051022964098,1,1,"clh-5",1
"GO:0005774","vacuolar membrane","1/16","116/12490",0.00862068965517241,6.72952586206897,2.2203098067423,0.138761125507488,1,1,"gba-4",1
"GO:0005938","cell cortex","1/16","133/12490",0.0075187969924812,5.86936090225564,2.0219118414725,0.157509940061571,1,1,"pry-1",1
"GO:0005764","lysosome","1/16","179/12490",0.00558659217877095,4.36103351955307,1.62208514781796,0.20634168992768,1,1,"gba-4",1
"GO:0000323","lytic vacuole","1/16","183/12490",0.00546448087431694,4.26571038251366,1.59385227186511,0.210460068744025,1,1,"gba-4",1
"GO:0005768","endosome","1/16","199/12490",0.0050251256281407,3.92273869346734,1.48848297720912,0.226734077198412,1,1,"clh-5",1
"GO:0005773","vacuole","1/16","233/12490",0.00429184549356223,3.35032188841202,1.2969826512556,0.260277925909814,1,1,"gba-4",1
"GO:0005654","nucleoplasm","1/16","297/12490",0.00336700336700337,2.628367003367,1.0171761894391,0.319750164688065,1,1,"sin-3",1
"GO:0005794","Golgi apparatus","1/16","371/12490",0.00269541778975741,2.10411051212938,0.773191482388636,0.382919658633334,1,1,"clh-5",1
"GO:0140535","intracellular protein-containing complex","1/16","453/12490",0.0022075055187638,1.72323399558499,0.561551713737354,0.446476591635375,1,1,"pry-1",1
"GO:0000109","nucleotide-excision repair complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0000110","nucleotide-excision repair factor 1 complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0000123","histone acetyltransferase complex","0/16","38/12490",0,0,-0.221102267549016,1,1,1,"",0
"GO:0000124","SAGA complex","0/16","10/12490",0,0,-0.113295761185475,1,1,1,"",0
"GO:0000127","transcription factor TFIIIC complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0000137","Golgi cis cisterna","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0000138","Golgi trans cisterna","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0000139","Golgi membrane","0/16","180/12490",0,0,-0.483980852675554,1,1,1,"",0
"GO:0000145","exocyst","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0000151","ubiquitin ligase complex","0/16","122/12490",0,0,-0.397512812565286,1,1,1,"",0
"GO:0000152","nuclear ubiquitin ligase complex","0/16","20/12490",0,0,-0.160288633099625,1,1,1,"",0
"GO:0000153","cytoplasmic ubiquitin ligase complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0000159","protein phosphatase type 2A complex","0/16","12/12490",0,0,-0.124119233991935,1,1,1,"",0
"GO:0000172","ribonuclease MRP complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0000176","nuclear exosome (RNase complex)","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0000177","cytoplasmic exosome (RNase complex)","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0000178","exosome (RNase complex)","0/16","12/12490",0,0,-0.124119233991935,1,1,1,"",0
"GO:0000220","vacuolar proton-transporting V-type ATPase, V0 domain","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0000235","astral microtubule","0/16","10/12490",0,0,-0.113295761185475,1,1,1,"",0
"GO:0000242","pericentriolar material","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0000243","commitment complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0000307","cyclin-dependent protein kinase holoenzyme complex","0/16","30/12490",0,0,-0.196391442690905,1,1,1,"",0
"GO:0000313","organellar ribosome","0/16","60/12490",0,0,-0.278074404050074,1,1,1,"",0
"GO:0000314","organellar small ribosomal subunit","0/16","24/12490",0,0,-0.175615568469308,1,1,1,"",0
"GO:0000315","organellar large ribosomal subunit","0/16","33/12490",0,0,-0.206001883876791,1,1,1,"",0
"GO:0000346","transcription export complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0000347","THO complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0000407","phagophore assembly site","0/16","23/12490",0,0,-0.171911089436527,1,1,1,"",0
"GO:0000408","EKC/KEOPS complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0000421","autophagosome membrane","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0000428","DNA-directed RNA polymerase complex","0/16","71/12490",0,0,-0.302626402451919,1,1,1,"",0
"GO:0000444","MIS12/MIND type complex","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0000445","THO complex part of transcription export complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0000502","proteasome complex","0/16","47/12490",0,0,-0.245984268071302,1,1,1,"",0
"GO:0000775","chromosome, centromeric region","0/16","84/12490",0,0,-0.329340172691387,1,1,1,"",0
"GO:0000776","kinetochore","0/16","67/12490",0,0,-0.293930811050329,1,1,1,"",0
"GO:0000779","condensed chromosome, centromeric region","0/16","70/12490",0,0,-0.300475575990884,1,1,1,"",0
"GO:0000781","chromosome, telomeric region","0/16","23/12490",0,0,-0.171911089436527,1,1,1,"",0
"GO:0000786","nucleosome","0/16","33/12490",0,0,-0.206001883876791,1,1,1,"",0
"GO:0000791","euchromatin","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0000792","heterochromatin","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0000793","condensed chromosome","0/16","143/12490",0,0,-0.430733102193559,1,1,1,"",0
"GO:0000794","condensed nuclear chromosome","0/16","47/12490",0,0,-0.245984268071302,1,1,1,"",0
"GO:0000795","synaptonemal complex","0/16","15/12490",0,0,-0.138786206971655,1,1,1,"",0
"GO:0000796","condensin complex","0/16","10/12490",0,0,-0.113295761185475,1,1,1,"",0
"GO:0000800","lateral element","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0000801","central element","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0000803","sex chromosome","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0000805","X chromosome","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0000808","origin recognition complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0000811","GINS complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0000812","Swr1 complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0000813","ESCRT I complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0000814","ESCRT II complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0000815","ESCRT III complex","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0000922","spindle pole","0/16","43/12490",0,0,-0.23524631939465,1,1,1,"",0
"GO:0000930","gamma-tubulin complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0000932","P-body","0/16","35/12490",0,0,-0.212169576989047,1,1,1,"",0
"GO:0000938","GARP complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0000940","outer kinetochore","0/16","15/12490",0,0,-0.138786206971655,1,1,1,"",0
"GO:0000974","Prp19 complex","0/16","10/12490",0,0,-0.113295761185475,1,1,1,"",0
"GO:0001725","stress fiber","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0001726","ruffle","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0001891","phagocytic cup","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0002178","palmitoyltransferase complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005581","collagen trimer","0/16","170/12490",0,0,-0.470153919538799,1,1,1,"",0
"GO:0005587","collagen type IV trimer","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0005604","basement membrane","0/16","29/12490",0,0,-0.193082763133598,1,1,1,"",0
"GO:0005615","extracellular space","0/16","283/12490",0,0,-0.6094101730585,1,1,1,"",0
"GO:0005635","nuclear envelope","0/16","119/12490",0,0,-0.392547333405374,1,1,1,"",0
"GO:0005637","nuclear inner membrane","0/16","14/12490",0,0,-0.134074840526641,1,1,1,"",0
"GO:0005640","nuclear outer membrane","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0005643","nuclear pore","0/16","37/12490",0,0,-0.218164871330426,1,1,1,"",0
"GO:0005652","nuclear lamina","0/16","14/12490",0,0,-0.134074840526641,1,1,1,"",0
"GO:0005655","nucleolar ribonuclease P complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0005657","replication fork","0/16","27/12490",0,0,-0.186290856242577,1,1,1,"",0
"GO:0005658","alpha DNA polymerase:primase complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0005662","DNA replication factor A complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0005663","DNA replication factor C complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0005664","nuclear origin of replication recognition complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0005665","RNA polymerase II, core complex","0/16","13/12490",0,0,-0.129192571558174,1,1,1,"",0
"GO:0005666","RNA polymerase III complex","0/16","17/12490",0,0,-0.147761044971991,1,1,1,"",0
"GO:0005667","transcription regulator complex","0/16","162/12490",0,0,-0.458809232686581,1,1,1,"",0
"GO:0005669","transcription factor TFIID complex","0/16","19/12490",0,0,-0.156223770404456,1,1,1,"",0
"GO:0005672","transcription factor TFIIA complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005675","transcription factor TFIIH holo complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0005680","anaphase-promoting complex","0/16","16/12490",0,0,-0.143343523555749,1,1,1,"",0
"GO:0005681","spliceosomal complex","0/16","126/12490",0,0,-0.404042201369165,1,1,1,"",0
"GO:0005682","U5 snRNP","0/16","13/12490",0,0,-0.129192571558174,1,1,1,"",0
"GO:0005684","U2-type spliceosomal complex","0/16","35/12490",0,0,-0.212169576989047,1,1,1,"",0
"GO:0005685","U1 snRNP","0/16","16/12490",0,0,-0.143343523555749,1,1,1,"",0
"GO:0005686","U2 snRNP","0/16","17/12490",0,0,-0.147761044971991,1,1,1,"",0
"GO:0005687","U4 snRNP","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0005688","U6 snRNP","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0005689","U12-type spliceosomal complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005721","pericentric heterochromatin","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0005730","nucleolus","0/16","199/12490",0,0,-0.509276789107439,1,1,1,"",0
"GO:0005732","sno(s)RNA-containing ribonucleoprotein complex","0/16","16/12490",0,0,-0.143343523555749,1,1,1,"",0
"GO:0005736","RNA polymerase I complex","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0005740","mitochondrial envelope","0/16","257/12490",0,0,-0.580124260836144,1,1,1,"",0
"GO:0005741","mitochondrial outer membrane","0/16","41/12490",0,0,-0.229691883569114,1,1,1,"",0
"GO:0005742","mitochondrial outer membrane translocase complex","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0005743","mitochondrial inner membrane","0/16","181/12490",0,0,-0.485343095659035,1,1,1,"",0
"GO:0005744","TIM23 mitochondrial import inner membrane translocase complex","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0005745","m-AAA complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0005758","mitochondrial intermembrane space","0/16","25/12490",0,0,-0.179244078478355,1,1,1,"",0
"GO:0005759","mitochondrial matrix","0/16","151/12490",0,0,-0.442761087832242,1,1,1,"",0
"GO:0005761","mitochondrial ribosome","0/16","60/12490",0,0,-0.278074404050074,1,1,1,"",0
"GO:0005762","mitochondrial large ribosomal subunit","0/16","33/12490",0,0,-0.206001883876791,1,1,1,"",0
"GO:0005763","mitochondrial small ribosomal subunit","0/16","24/12490",0,0,-0.175615568469308,1,1,1,"",0
"GO:0005765","lysosomal membrane","0/16","80/12490",0,0,-0.321351296942571,1,1,1,"",0
"GO:0005770","late endosome","0/16","77/12490",0,0,-0.315230288290517,1,1,1,"",0
"GO:0005771","multivesicular body","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0005775","vacuolar lumen","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0005776","autophagosome","0/16","25/12490",0,0,-0.179244078478355,1,1,1,"",0
"GO:0005777","peroxisome","0/16","91/12490",0,0,-0.342884868736419,1,1,1,"",0
"GO:0005778","peroxisomal membrane","0/16","26/12490",0,0,-0.182801143495443,1,1,1,"",0
"GO:0005782","peroxisomal matrix","0/16","13/12490",0,0,-0.129192571558174,1,1,1,"",0
"GO:0005786","signal recognition particle, endoplasmic reticulum targeting","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0005787","signal peptidase complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0005788","endoplasmic reticulum lumen","0/16","31/12490",0,0,-0.199645813797552,1,1,1,"",0
"GO:0005789","endoplasmic reticulum membrane","0/16","356/12490",0,0,-0.68555761298094,1,1,1,"",0
"GO:0005791","rough endoplasmic reticulum","0/16","17/12490",0,0,-0.147761044971991,1,1,1,"",0
"GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","0/16","29/12490",0,0,-0.193082763133598,1,1,1,"",0
"GO:0005795","Golgi stack","0/16","47/12490",0,0,-0.245984268071302,1,1,1,"",0
"GO:0005796","Golgi lumen","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005797","Golgi medial cisterna","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0005798","Golgi-associated vesicle","0/16","22/12490",0,0,-0.168125619603969,1,1,1,"",0
"GO:0005801","cis-Golgi network","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0005802","trans-Golgi network","0/16","37/12490",0,0,-0.218164871330426,1,1,1,"",0
"GO:0005811","lipid droplet","0/16","23/12490",0,0,-0.171911089436527,1,1,1,"",0
"GO:0005813","centrosome","0/16","92/12490",0,0,-0.344777607723753,1,1,1,"",0
"GO:0005814","centriole","0/16","20/12490",0,0,-0.160288633099625,1,1,1,"",0
"GO:0005815","microtubule organizing center","0/16","165/12490",0,0,-0.463094328679963,1,1,1,"",0
"GO:0005818","aster","0/16","17/12490",0,0,-0.147761044971991,1,1,1,"",0
"GO:0005819","spindle","0/16","109/12490",0,0,-0.37554012063477,1,1,1,"",0
"GO:0005826","actomyosin contractile ring","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0005828","kinetochore microtubule","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0005832","chaperonin-containing T-complex","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0005834","heterotrimeric G-protein complex","0/16","25/12490",0,0,-0.179244078478355,1,1,1,"",0
"GO:0005838","proteasome regulatory particle","0/16","23/12490",0,0,-0.171911089436527,1,1,1,"",0
"GO:0005839","proteasome core complex","0/16","14/12490",0,0,-0.134074840526641,1,1,1,"",0
"GO:0005840","ribosome","0/16","178/12490",0,0,-0.48124546726005,1,1,1,"",0
"GO:0005847","mRNA cleavage and polyadenylation specificity factor complex","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0005849","mRNA cleavage factor complex","0/16","13/12490",0,0,-0.129192571558174,1,1,1,"",0
"GO:0005850","eukaryotic translation initiation factor 2 complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005852","eukaryotic translation initiation factor 3 complex","0/16","14/12490",0,0,-0.134074840526641,1,1,1,"",0
"GO:0005859","muscle myosin complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0005861","troponin complex","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0005863","striated muscle myosin thick filament","0/16","13/12490",0,0,-0.129192571558174,1,1,1,"",0
"GO:0005865","striated muscle thin filament","0/16","18/12490",0,0,-0.152050956237313,1,1,1,"",0
"GO:0005868","cytoplasmic dynein complex","0/16","17/12490",0,0,-0.147761044971991,1,1,1,"",0
"GO:0005869","dynactin complex","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0005871","kinesin complex","0/16","20/12490",0,0,-0.160288633099625,1,1,1,"",0
"GO:0005874","microtubule","0/16","129/12490",0,0,-0.408873539856384,1,1,1,"",0
"GO:0005875","microtubule associated complex","0/16","68/12490",0,0,-0.296128119112902,1,1,1,"",0
"GO:0005876","spindle microtubule","0/16","35/12490",0,0,-0.212169576989047,1,1,1,"",0
"GO:0005879","axonemal microtubule","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0005881","cytoplasmic microtubule","0/16","30/12490",0,0,-0.196391442690905,1,1,1,"",0
"GO:0005882","intermediate filament","0/16","16/12490",0,0,-0.143343523555749,1,1,1,"",0
"GO:0005884","actin filament","0/16","14/12490",0,0,-0.134074840526641,1,1,1,"",0
"GO:0005885","Arp2/3 protein complex","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0005890","sodium:potassium-exchanging ATPase complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005891","voltage-gated calcium channel complex","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0005892","acetylcholine-gated channel complex","0/16","37/12490",0,0,-0.218164871330426,1,1,1,"",0
"GO:0005901","caveola","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005902","microvillus","0/16","9/12490",0,0,-0.107477490473632,1,1,1,"",0
"GO:0005905","clathrin-coated pit","0/16","13/12490",0,0,-0.129192571558174,1,1,1,"",0
"GO:0005911","cell-cell junction","0/16","109/12490",0,0,-0.37554012063477,1,1,1,"",0
"GO:0005912","adherens junction","0/16","52/12490",0,0,-0.258789916137944,1,1,1,"",0
"GO:0005921","gap junction","0/16","27/12490",0,0,-0.186290856242577,1,1,1,"",0
"GO:0005923","bicellular tight junction","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0005925","focal adhesion","0/16","17/12490",0,0,-0.147761044971991,1,1,1,"",0
"GO:0005929","cilium","0/16","333/12490",0,0,-0.662414549200692,1,1,1,"",0
"GO:0005930","axoneme","0/16","33/12490",0,0,-0.206001883876791,1,1,1,"",0
"GO:0005940","septin ring","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005942","phosphatidylinositol 3-kinase complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0005952","cAMP-dependent protein kinase complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005955","calcineurin complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005960","glycine cleavage complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0005964","phosphorylase kinase complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0005968","Rab-protein geranylgeranyltransferase complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0008023","transcription elongation factor complex","0/16","26/12490",0,0,-0.182801143495443,1,1,1,"",0
"GO:0008024","cyclin/CDK positive transcription elongation factor complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0008074","guanylate cyclase complex, soluble","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0008076","voltage-gated potassium channel complex","0/16","16/12490",0,0,-0.143343523555749,1,1,1,"",0
"GO:0008180","COP9 signalosome","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0008250","oligosaccharyltransferase complex","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0008278","cohesin complex","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0008287","protein serine/threonine phosphatase complex","0/16","28/12490",0,0,-0.189716933583585,1,1,1,"",0
"GO:0008303","caspase complex","0/16","8/12490",0,0,-0.101326690628729,1,1,1,"",0
"GO:0008305","integrin complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0008328","ionotropic glutamate receptor complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0008352","katanin complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0008540","proteasome regulatory particle, base subcomplex","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0008541","proteasome regulatory particle, lid subcomplex","0/16","10/12490",0,0,-0.113295761185475,1,1,1,"",0
"GO:0008622","epsilon DNA polymerase complex","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0009295","nucleoid","0/16","4/12490",0,0,-0.0716373124791875,1,1,1,"",0
"GO:0009897","external side of plasma membrane","0/16","28/12490",0,0,-0.189716933583585,1,1,1,"",0
"GO:0009898","cytoplasmic side of plasma membrane","0/16","50/12490",0,0,-0.253743990941791,1,1,1,"",0
"GO:0009925","basal plasma membrane","0/16","60/12490",0,0,-0.278074404050074,1,1,1,"",0
"GO:0009986","cell surface","0/16","119/12490",0,0,-0.392547333405374,1,1,1,"",0
"GO:0010494","cytoplasmic stress granule","0/16","24/12490",0,0,-0.175615568469308,1,1,1,"",0
"GO:0012507","ER to Golgi transport vesicle membrane","0/16","15/12490",0,0,-0.138786206971655,1,1,1,"",0
"GO:0012510","trans-Golgi network transport vesicle membrane","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0014069","postsynaptic density","0/16","26/12490",0,0,-0.182801143495443,1,1,1,"",0
"GO:0015030","Cajal body","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0015629","actin cytoskeleton","0/16","122/12490",0,0,-0.397512812565286,1,1,1,"",0
"GO:0015630","microtubule cytoskeleton","0/16","325/12490",0,0,-0.654194032377078,1,1,1,"",0
"GO:0015934","large ribosomal subunit","0/16","81/12490",0,0,-0.323366533808368,1,1,1,"",0
"GO:0015935","small ribosomal subunit","0/16","53/12490",0,0,-0.261276934476591,1,1,1,"",0
"GO:0016010","dystrophin-associated glycoprotein complex","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0016011","dystroglycan complex","0/16","5/12490",0,0,-0.0800961577172919,1,1,1,"",0
"GO:0016012","sarcoglycan complex","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0016234","inclusion body","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0016235","aggresome","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0016272","prefoldin complex","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0016281","eukaryotic translation initiation factor 4F complex","0/16","6/12490",0,0,-0.0877444587680166,1,1,1,"",0
"GO:0016282","eukaryotic 43S preinitiation complex","0/16","13/12490",0,0,-0.129192571558174,1,1,1,"",0
"GO:0016323","basolateral plasma membrane","0/16","51/12490",0,0,-0.256279169776364,1,1,1,"",0
"GO:0016324","apical plasma membrane","0/16","95/12490",0,0,-0.350396283675179,1,1,1,"",0
"GO:0016328","lateral plasma membrane","0/16","11/12490",0,0,-0.118830357718511,1,1,1,"",0
"GO:0016342","catenin complex","0/16","7/12490",0,0,-0.0947786435802588,1,1,1,"",0
"GO:0016363","nuclear matrix","0/16","3/12490",0,0,-0.0620372482432448,1,1,1,"",0
"GO:0016442","RISC complex","0/16","21/12490",0,0,-0.16425355925217,1,1,1,"",0
